start_ip,end_ip,join_key,city,region,country,latitude,longitude,postal_code,timezone
101.182.143.0,101.182.143.15,101.182.0.0,Noosa Heads,Queensland,AU,-26.4021,153.06285,4566,Australia/Brisbane
105.42.50.0,105.42.50.95,105.42.0.0,Cairo,Cairo,EG,30.06263,31.24967,,Africa/Cairo
1.62.52.73,1.62.52.77,1.62.0.0,Tianjin,Tianjin,CN,39.14222,117.17667,,Asia/Shanghai
1.231.68.0,1.231.68.255,1.231.0.0,Seoul,Seoul,KR,37.6424,127.0731,01748,Asia/Seoul
104.235.84.60,104.235.84.62,104.235.0.0,Brimfield,Illinois,US,40.83893,-89.8865,61517,America/Chicago
102.66.39.240,102.66.39.251,102.66.0.0,Kareedouw,Eastern Cape,ZA,-33.9528,24.29053,6300,Africa/Johannesburg
101.65.35.148,101.65.35.151,101.65.0.0,Tianjin,Tianjin,CN,39.14222,117.17667,,Asia/Shanghai
105.105.115.104,105.105.115.159,105.105.0.0,Biskra,Biskra,DZ,34.9107,5.8691,07020,Africa/Algiers
105.197.41.169,105.197.41.169,105.197.0.0,Alexandria,Alexandria,EG,31.20176,29.91582,,Africa/Cairo
1.174.8.53,1.174.8.53,1.174.0.0,Tainan,Taiwan,TW,22.99083,120.21333,,Asia/Taipei
105.197.79.132,105.197.79.136,105.197.0.0,Ţanţā,Gharbia,EG,30.78847,31.00192,,Africa/Cairo
101.249.2.47,101.249.2.47,101.249.0.0,Chengdu,Sichuan,CN,30.66667,104.06667,,Asia/Shanghai
1.235.4.0,1.235.4.255,1.235.0.0,Seoul,Seoul,KR,37.566,126.9784,03141,Asia/Seoul
101.178.221.176,101.178.221.183,101.178.0.0,Taree,New South Wales,AU,-31.91099,152.45387,2430,Australia/Sydney
104.8.56.80,104.8.56.85,104.8.0.0,Little Rock,Arkansas,US,34.74648,-92.28959,72201,America/Chicago
105.172.11.0,105.172.11.35,105.172.0.0,Luanda,Luanda,AO,-8.83682,13.23432,,Africa/Luanda
1.162.250.150,1.162.250.153,1.162.0.0,Hualien City,Taiwan,TW,23.97694,121.60444,,Asia/Taipei
1.55.53.196,1.55.53.215,1.55.0.0,Haiphong,Haiphong,VN,20.86481,106.68345,04000,Asia/Bangkok
102.5.187.112,102.5.187.133,102.5.0.0,Nairobi,Nairobi Area,KE,-1.28333,36.81667,,Africa/Nairobi
101.139.91.0,101.139.92.0,101.139.0.0,Banqiao,Taipei,TW,25.01427,121.46719,,Asia/Taipei
104.249.208.160,104.249.208.191,104.249.0.0,Edmonton,Alberta,CA,53.5428,-113.4974,T5J,America/Edmonton
104.235.111.56,104.235.111.67,104.235.0.0,Oregon,Illinois,US,42.01475,-89.33233,61061,America/Chicago
1.225.44.0,1.225.44.255,1.225.0.0,Seoul,Seoul,KR,37.5552,127.0124,04593,Asia/Seoul
104.193.157.32,104.193.157.63,104.193.0.0,Sierra Brooks,California,US,39.64241,-120.21659,96118,America/Los_Angeles
101.190.149.115,101.190.149.115,101.190.0.0,Cobargo,New South Wales,AU,-36.38788,149.88634,2550,Australia/Sydney
1.158.167.14,1.158.167.15,1.158.0.0,Mount Gambier,South Australia,AU,-37.8318,140.77919,5290,Australia/Adelaide
1.4.156.154,1.4.156.183,1.4.0.0,Yala,Yala,TH,6.53995,101.28128,95000,Asia/Bangkok
103.51.56.80,103.51.56.85,103.51.0.0,Bhātpāra,West Bengal,IN,22.8333,88.3833,743127,Asia/Kolkata
1.181.155.64,1.181.155.88,1.181.0.0,Hangzhou,Zhejiang,CN,30.29365,120.16142,,Asia/Shanghai
1.75.12.83,1.75.12.83,1.75.0.0,Yokohama,Kanagawa,JP,35.43333,139.65,220-8588,Asia/Tokyo
105.186.190.160,105.186.190.163,105.186.0.0,Parys,Orange Free State,ZA,-26.9033,27.45727,9585,Africa/Johannesburg
105.61.84.16,105.61.84.31,105.61.0.0,Ol Kalou,Nyandarua,KE,-0.27088,36.37917,,Africa/Nairobi
101.161.105.20,101.161.105.21,101.161.0.0,Coongulla,Victoria,AU,-37.89125,146.78603,3860,Australia/Melbourne
101.191.216.48,101.191.216.55,101.191.0.0,Sydney,New South Wales,AU,-33.8678,151.2073,1041,Australia/Sydney
103.168.20.0,103.168.20.255,103.168.0.0,Lucknow,Uttar Pradesh,IN,26.83928,80.92313,226004,Asia/Kolkata
102.185.205.112,102.185.205.175,102.185.0.0,Alexandria,Alexandria,EG,31.20176,29.91582,,Africa/Cairo
105.42.68.16,105.42.68.63,105.42.0.0,Cairo,Cairo,EG,30.06263,31.24967,,Africa/Cairo
105.34.175.160,105.34.175.191,105.34.0.0,Asyūţ,Asyut,EG,27.18096,31.18368,,Africa/Cairo
1.54.88.0,1.54.88.255,1.54.0.0,Hanoi,Hanoi,VN,21.0245,105.84117,10000,Asia/Bangkok
1.174.7.250,1.174.7.250,1.174.0.0,Tainan,Taiwan,TW,22.99083,120.21333,,Asia/Taipei
101.166.67.176,101.166.67.191,101.166.0.0,Sydney,New South Wales,AU,-33.758,150.67319,2750,Australia/Sydney
101.249.197.145,101.249.197.146,101.249.0.0,Rikaze,Tibet,CN,29.25,88.88333,,Asia/Shanghai
102.1.18.72,102.1.18.79,102.1.0.0,Webuye,Bungoma,KE,0.6004,34.77119,,Africa/Nairobi
1.53.44.173,1.53.44.173,1.53.0.0,Dien Bien Phu,Ðiện Biên,VN,21.38602,103.02301,32150,Asia/Bangkok
105.149.148.192,105.149.148.207,105.149.0.0,Kenitra,Rabat-Salé-Kénitra,MA,34.26101,-6.5802,,Africa/Casablanca
1.1.197.133,1.1.197.133,1.1.0.0,So Phisai,Bueng Kan,TH,18.0772,103.4432,43170,Asia/Bangkok
105.61.109.136,105.61.109.143,105.61.0.0,Mombasa,Mombasa,KE,-4.05466,39.66359,,Africa/Nairobi
103.99.3.83,103.99.3.83,103.99.0.0,Vinh,Nghệ An,VN,18.67337,105.69232,43199,Asia/Bangkok
1.69.231.186,1.69.231.187,1.69.0.0,Chengdu,Sichuan,CN,30.66667,104.06667,,Asia/Shanghai
101.85.107.0,101.85.255.255,101.85.0.0,Shanghai,Shanghai,CN,31.22222,121.45806,,Asia/Shanghai
102.189.160.0,102.189.160.5,102.189.0.0,Alexandria,Alexandria,EG,31.20176,29.91582,,Africa/Cairo
103.125.131.4,103.125.131.255,103.125.0.0,Delhi,Delhi,IN,28.6453,77.2128,110004,Asia/Kolkata
105.68.173.224,105.68.173.231,105.68.0.0,Tétouan,Tanger-Tetouan-Al Hoceima,MA,35.57845,-5.36837,,Africa/Casablanca
104.195.194.208,104.195.194.215,104.195.0.0,Kitchener,Ontario,CA,43.4581,-80.4818,N2H,America/Toronto
1.190.28.64,1.190.28.71,1.190.0.0,Tianjin,Tianjin,CN,39.14222,117.17667,,Asia/Shanghai
1.53.151.112,1.53.151.112,1.53.0.0,Phú Vang,Thừa Thiên-Huế,VN,16.43911,107.71438,49950,Asia/Bangkok
104.169.185.92,104.169.185.96,104.169.0.0,Franklin,North Carolina,US,35.18232,-83.38154,28734,America/New_York
102.152.37.192,102.152.37.223,102.152.0.0,Banbalah,Al Munastīr,TN,35.7,10.8,,Africa/Tunis
101.249.146.163,101.249.146.163,101.249.0.0,Bayi,Tibet,CN,29.65812,94.35892,,Asia/Shanghai
1.226.225.0,1.226.225.255,1.226.0.0,Ansan-si,Gyeonggi-do,KR,37.3998,126.7998,14975,Asia/Seoul
1.52.105.11,1.52.105.11,1.52.0.0,Biên Hòa,Đồng Nai,VN,10.94469,106.82432,76199,Asia/Ho_Chi_Minh
1.156.133.168,1.156.133.179,1.156.0.0,Brisbane,Queensland,AU,-27.4679,153.0281,9010,Australia/Brisbane
1.233.46.0,1.233.46.255,1.233.0.0,Seongnam-si,Gyeonggi-do,KR,37.4777,127.1852,12700,Asia/Seoul
104.28.34.48,104.28.34.49,104.28.0.0,Libreville,Estuaire,GA,0.39241,9.45356,,Africa/Libreville
104.235.141.19,104.235.141.19,104.235.0.0,West Salem,Illinois,US,38.52088,-88.00476,62476,America/Chicago
103.146.204.0,103.146.204.255,103.146.0.0,Gwangmyeong,Gyeonggi-do,KR,37.47722,126.86639,14212,Asia/Seoul
1.32.103.168,1.32.103.168,1.32.0.0,Petaling Jaya,Selangor,MY,3.10726,101.60671,46547,Asia/Kuala_Lumpur
105.194.212.40,105.194.213.255,105.194.0.0,Cairo,Cairo,EG,30.06263,31.24967,,Africa/Cairo
102.139.70.128,102.139.70.255,102.139.0.0,Aboisso,Comoé,CI,5.46779,-3.20711,,Africa/Abidjan
105.207.248.220,105.207.248.251,105.207.0.0,Cairo,Cairo,EG,30.06263,31.24967,,Africa/Cairo
102.167.166.16,102.167.166.23,102.167.0.0,Mombasa,Mombasa,KE,-4.05466,39.66359,,Africa/Nairobi
103.91.84.104,103.91.84.109,103.91.0.0,Rasipuram,Tamil Nadu,IN,11.46009,78.18635,637408,Asia/Kolkata
105.197.33.80,105.197.33.127,105.197.0.0,Cairo,Cairo,EG,30.06263,31.24967,,Africa/Cairo
101.27.194.80,101.27.194.84,101.27.0.0,Tianjin,Tianjin,CN,39.14222,117.17667,,Asia/Shanghai
104.55.189.160,104.55.189.167,104.55.0.0,South Point,Texas,US,25.86869,-97.38359,78521,America/Chicago
101.177.19.89,101.177.19.103,101.177.0.0,Townsville,Queensland,AU,-19.26639,146.80569,4810,Australia/Brisbane
1.228.187.0,1.228.187.255,1.228.0.0,Sejong,Sejong-si,KR,36.5964,127.2893,30030,Asia/Seoul
103.213.1.0,103.213.1.255,103.213.0.0,Puducherry,Puducherry,IN,11.7681,79.3947,607403,Asia/Kolkata
105.35.0.139,105.35.0.139,105.35.0.0,Abū Şīr,Giza,EG,29.88333,31.21667,,Africa/Cairo
102.109.52.40,102.109.52.71,102.109.0.0,As Sanad,Gafsa,TN,34.4628,9.26404,,Africa/Tunis
101.180.143.248,101.180.143.255,101.180.0.0,Melbourne,Victoria,AU,-37.8152,144.9632,3005,Australia/Melbourne
105.133.159.128,105.133.160.191,105.133.0.0,Casablanca,Casablanca-Settat,MA,33.58831,-7.61138,,Africa/Casablanca
1.200.188.176,1.200.188.183,1.200.0.0,Kaohsiung,Takao,TW,22.61626,120.31333,,Asia/Taipei
105.40.59.32,105.40.59.63,105.40.0.0,Dayrūţ,Asyut,EG,27.55642,30.81057,,Africa/Cairo
103.20.184.0,103.20.187.255,103.20.0.0,Batam,Riau,ID,1.14937,104.02491,,Asia/Jakarta
1.9.123.127,1.9.123.127,1.9.0.0,Muar,Johor,MY,2.0442,102.5689,84200,Asia/Kuala_Lumpur
102.42.207.34,102.42.207.47,102.42.0.0,Ţanţā,Gharbia,EG,30.78847,31.00192,,Africa/Cairo
100.14.65.0,100.14.66.71,100.14.0.0,West Chester,Pennsylvania,US,39.9441,-75.5882,19382,America/New_York
102.156.189.218,102.156.189.219,102.156.0.0,Le Krib,Silyānah,TN,36.32802,9.13613,,Africa/Tunis
1.10.169.164,1.10.169.165,1.10.0.0,Surat Thani,Surat Thani,TH,9.14011,99.33311,84150,Asia/Bangkok
102.78.138.128,102.78.138.191,102.78.0.0,Azilal,Béni Mellal-Khénifra,MA,31.96156,-6.57109,,Africa/Casablanca
105.165.201.112,105.165.201.191,105.165.0.0,Nairobi,Nairobi Area,KE,-1.28333,36.81667,,Africa/Nairobi
103.97.170.25,103.97.170.25,103.97.0.0,Laverton,Victoria,AU,-37.86201,144.76979,3028,Australia/Melbourne
101.183.29.0,101.183.29.0,101.183.0.0,Newcastle,New South Wales,AU,-32.94243,151.74777,2291,Australia/Sydney
101.249.145.80,101.249.145.83,101.249.0.0,Bayi,Tibet,CN,29.65812,94.35892,,Asia/Shanghai
1.225.138.0,1.225.138.255,1.225.0.0,Seoul,Seoul,KR,37.566,126.9784,03141,Asia/Seoul
1.197.244.222,1.197.244.226,1.197.0.0,Hangzhou,Zhejiang,CN,30.29365,120.16142,,Asia/Shanghai
1.24.184.197,1.24.184.201,1.24.0.0,Tianjin,Tianjin,CN,39.14222,117.17667,,Asia/Shanghai
101.180.195.64,101.180.195.83,101.180.0.0,Hobart,Tasmania,AU,-42.95785,147.31355,7050,Australia/Hobart
1.54.153.237,1.54.153.237,1.54.0.0,Vũng Tàu,Bà Rịa-Vũng Tàu,VN,10.34599,107.08426,78254,Asia/Ho_Chi_Minh
102.42.113.0,102.42.113.255,102.42.0.0,Al Manşūrah,Dakahlia,EG,31.03637,31.38069,,Africa/Cairo
105.35.80.160,105.35.80.191,105.35.0.0,Al Badārī,Asyut,EG,26.99306,31.41605,,Africa/Cairo
101.20.69.86,101.20.69.87,101.20.0.0,Qingdao,Shandong,CN,36.06488,120.38042,,Asia/Shanghai
103.110.60.0,103.110.63.255,103.110.0.0,Hong Kong,Central and Western,HK,22.27832,114.17469,,Asia/Hong_Kong
104.177.95.0,104.177.95.255,104.177.0.0,Atlanta,Georgia,US,33.7217,-84.3339,30316,America/New_York
105.159.180.198,105.159.180.199,105.159.0.0,Missour,Fès-Meknès,MA,33.04893,-3.98947,,Africa/Casablanca
1.54.118.214,1.54.118.255,1.54.0.0,Quận Năm,Ho Chi Minh,VN,10.75567,106.66745,70066,Asia/Ho_Chi_Minh
1.9.156.106,1.9.156.106,1.9.0.0,Johor Bahru,Johor,MY,1.4655,103.7578,80500,Asia/Kuala_Lumpur
105.155.222.236,105.155.222.239,105.155.0.0,Sidi Qacem,Rabat-Salé-Kénitra,MA,34.22149,-5.70775,,Africa/Casablanca
1.194.83.240,1.194.83.245,1.194.0.0,Nanjing,Jiangsu,CN,32.06167,118.77778,,Asia/Shanghai
102.109.94.0,102.109.94.15,102.109.0.0,As Sanad,Gafsa,TN,34.4628,9.26404,,Africa/Tunis
105.36.79.84,105.36.79.87,105.36.0.0,Port Said,Port Said,EG,31.26531,32.3019,,Africa/Cairo
105.38.148.0,105.38.148.127,105.38.0.0,Al Khānkah,Qalyubia,EG,30.21035,31.36812,,Africa/Cairo
101.136.187.109,101.136.187.110,101.136.0.0,Taipei,Taiwan,TW,25.04776,121.53185,,Asia/Taipei
105.111.144.0,105.111.144.3,105.111.0.0,Aïn Bessem,Bouira,DZ,36.2696,3.6636,10042,Africa/Algiers
101.137.0.200,101.137.0.203,101.137.0.0,Keelung,Taiwan,TW,25.12825,121.7419,,Asia/Taipei
1.31.20.226,1.31.20.235,1.31.0.0,Qingdao,Shandong,CN,36.06488,120.38042,,Asia/Shanghai
102.42.198.0,102.42.198.71,102.42.0.0,Ţanţā,Gharbia,EG,30.78847,31.00192,,Africa/Cairo
101.167.37.32,101.167.37.36,101.167.0.0,Townsville,Queensland,AU,-19.26639,146.80569,4810,Australia/Brisbane
1.85.233.0,1.85.233.255,1.85.0.0,Mazhaozhen,Shaanxi,CN,34.07026,108.18998,,Asia/Shanghai
105.34.17.64,105.34.17.115,105.34.0.0,Cairo,Cairo,EG,30.06263,31.24967,,Africa/Cairo
101.249.200.29,101.249.200.29,101.249.0.0,Bayi,Tibet,CN,29.65812,94.35892,,Asia/Shanghai
102.44.89.138,102.44.92.15,102.44.0.0,Cairo,Cairo,EG,30.06263,31.24967,,Africa/Cairo
1.52.168.8,1.52.168.15,1.52.0.0,Ho Chi Minh City,Ho Chi Minh,VN,10.82302,106.62965,71606,Asia/Ho_Chi_Minh
104.6.32.0,104.6.32.255,104.6.0.0,Austin,Texas,US,30.4254,-97.7195,78727,America/Chicago
1.2.156.160,1.2.156.163,1.2.0.0,Si Bun Rueang,Nong Bua Lam Phu,TH,16.96705,102.27607,39180,Asia/Bangkok
102.156.8.16,102.156.8.63,102.156.0.0,Tunis,Tūnis,TN,36.81897,10.16579,,Africa/Tunis
1.20.34.152,1.20.34.159,1.20.0.0,Thepha,Songkhla,TH,6.82936,100.96431,90150,Asia/Bangkok
101.175.47.128,101.175.47.143,101.175.0.0,Colo Vale,New South Wales,AU,-34.40095,150.48573,2575,Australia/Sydney
102.169.190.4,102.169.190.7,102.169.0.0,Gabès,Qābis,TN,33.88146,10.0982,,Africa/Tunis
105.156.95.116,105.156.95.159,105.156.0.0,Meknès,Fès-Meknès,MA,33.89352,-5.54727,,Africa/Casablanca
104.15.136.182,104.15.136.182,104.15.0.0,Jackson,Missouri,US,37.38227,-89.66621,63755,America/Chicago
102.185.169.115,102.185.169.115,102.185.0.0,Alexandria,Alexandria,EG,31.20176,29.91582,,Africa/Cairo
1.192.182.66,1.192.182.81,1.192.0.0,Zhengzhou,Henan,CN,34.75778,113.64861,,Asia/Shanghai
102.53.100.0,102.53.100.255,102.53.0.0,Meknès,Fès-Meknès,MA,33.89352,-5.54727,,Africa/Casablanca
105.33.252.128,105.33.252.255,105.33.0.0,Al Qūşīyah,Asyut,EG,27.44023,30.81712,,Africa/Cairo
104.194.18.2,104.194.18.2,104.194.0.0,Toronto,Ontario,CA,43.70011,-79.4163,M5A,America/Toronto
105.248.207.128,105.248.207.255,105.248.0.0,Peddie,Eastern Cape,ZA,-33.2,27.1167,5643,Africa/Johannesburg
105.92.182.52,105.92.182.52,105.92.0.0,Cairo,Cairo,EG,30.06263,31.24967,,Africa/Cairo
104.176.101.112,104.176.101.118,104.176.0.0,Demopolis,Alabama,US,32.51764,-87.8364,36732,America/Chicago
1.15.62.128,1.15.62.255,1.15.0.0,Shenzhen,Guangdong,CN,22.54554,114.0683,,Asia/Shanghai
101.109.225.124,101.109.225.127,101.109.0.0,Phichit,Phichit,TH,16.44184,100.34879,66000,Asia/Bangkok
101.189.161.33,101.189.161.33,101.189.0.0,Toowoomba,Queensland,AU,-27.56056,151.95386,4350,Australia/Brisbane
105.226.9.52,105.226.9.53,105.226.0.0,Empangeni,KwaZulu-Natal,ZA,-28.75,31.8999,3880,Africa/Johannesburg
102.185.107.15,102.185.107.15,102.185.0.0,Alexandria,Alexandria,EG,31.20176,29.91582,,Africa/Cairo
105.106.16.160,105.106.16.165,105.106.0.0,Batna,Batna,DZ,35.4913,6.0986,05093,Africa/Algiers
103.76.168.140,103.76.168.143,103.76.0.0,Palembang,South Sumatra,ID,-2.91673,104.7458,,Asia/Jakarta
102.40.110.27,102.40.110.30,102.40.0.0,Al Ḩawāmidīyah,Giza,EG,29.9,31.25,,Africa/Cairo
104.187.201.4,104.187.201.15,104.187.0.0,Fernley,Nevada,US,39.60797,-119.25183,89408,America/Los_Angeles
105.242.128.223,105.242.128.223,105.242.0.0,Bethlehem,Orange Free State,ZA,-28.23078,28.30707,9700,Africa/Johannesburg
105.39.222.32,105.39.222.95,105.39.0.0,Port Said,Port Said,EG,31.26531,32.3019,,Africa/Cairo
105.140.66.128,105.140.66.199,105.140.0.0,Casablanca,Casablanca-Settat,MA,33.58831,-7.61138,,Africa/Casablanca
1.0.216.164,1.0.216.165,1.0.0.0,Krabi,Krabi,TH,8.07257,98.91052,81130,Asia/Bangkok
101.249.43.249,101.249.43.251,101.249.0.0,Rikaze,Tibet,CN,29.25,88.88333,,Asia/Shanghai
105.62.243.8,105.62.243.31,105.62.0.0,Naivasha,Nakuru,KE,-0.71383,36.43261,,Africa/Nairobi
104.254.101.132,104.254.101.132,104.254.0.0,Fresno,California,US,36.74773,-119.77237,93737,America/Los_Angeles
103.248.19.48,103.248.19.55,103.248.0.0,Adelaide,South Australia,AU,-34.92866,138.59863,5000,Australia/Adelaide
100.38.239.0,100.38.239.255,100.38.0.0,Yonkers,New York,US,40.9461,-73.8669,10701,America/New_York
102.156.38.192,102.156.38.207,102.156.0.0,Ariana,Ariana,TN,36.86012,10.19337,,Africa/Tunis
101.249.78.64,101.249.78.67,101.249.0.0,Bayi,Tibet,CN,29.65812,94.35892,,Asia/Shanghai
1.0.147.93,1.0.147.93,1.0.0.0,Ko Samui,Surat Thani,TH,9.53567,99.93567,84140,Asia/Bangkok
1.197.130.107,1.197.130.109,1.197.0.0,Hangzhou,Zhejiang,CN,30.29365,120.16142,,Asia/Shanghai
102.179.167.112,102.179.167.255,102.179.0.0,Ouagadougou,Centre,BF,12.36566,-1.53388,,Africa/Ouagadougou
1.84.99.104,1.84.99.111,1.84.0.0,Chengdu,Sichuan,CN,30.66667,104.06667,,Asia/Shanghai
102.189.230.208,102.189.230.211,102.189.0.0,Basyūn,Gharbia,EG,30.93976,30.81338,,Africa/Cairo
105.163.43.108,105.163.43.141,105.163.0.0,Nairobi,Nairobi Area,KE,-1.28333,36.81667,,Africa/Nairobi
102.176.1.73,102.176.1.73,102.176.0.0,Cape Coast,Central,GH,5.10535,-1.2466,,Africa/Accra
103.170.138.0,103.170.138.15,103.170.0.0,Dhaka,Dhaka,BD,23.7167,90.35,1312,Asia/Dhaka
1.206.120.172,1.206.120.173,1.206.0.0,Guizhou,Hubei,CN,30.99695,110.68975,,Asia/Shanghai
1.206.88.0,1.206.88.7,1.206.0.0,Suzhou,Jiangsu,CN,31.30408,120.59538,,Asia/Shanghai
105.154.199.104,105.154.199.127,105.154.0.0,Marrakesh,Marrakesh-Safi,MA,31.63416,-7.99994,,Africa/Casablanca
101.99.74.106,101.99.74.111,101.99.0.0,Kuala Lumpur,Kuala Lumpur,MY,3.1412,101.68653,50050,Asia/Kuala_Lumpur
104.52.67.155,104.52.67.179,104.52.0.0,York,South Carolina,US,34.9943,-81.24202,29745,America/New_York
1.175.33.50,1.175.33.50,1.175.0.0,Taitung,Taiwan,TW,22.75991,121.14457,,Asia/Taipei
104.191.53.58,104.191.53.59,104.191.0.0,Augusta,Georgia,US,33.47097,-81.97484,30901,America/New_York
101.51.19.120,101.51.19.123,101.51.0.0,Tha Tum,Surin,TH,15.3195,103.67542,31150,Asia/Bangkok
1.207.11.100,1.207.11.103,1.207.0.0,Chengdu,Sichuan,CN,30.66667,104.06667,,Asia/Shanghai
102.146.162.0,102.146.162.31,102.146.0.0,Serenje,Central,ZM,-13.23251,30.23522,,Africa/Lusaka
1.20.46.130,1.20.46.139,1.20.0.0,Bangkok,Bangkok,TH,13.75398,100.50144,10200,Asia/Bangkok
105.232.104.48,105.232.104.51,105.232.0.0,Oshakati,Oshana,NA,-17.78833,15.70436,,Africa/Windhoek
102.72.133.240,102.72.133.255,102.72.0.0,Tétouan,Tanger-Tetouan-Al Hoceima,MA,35.57845,-5.36837,,Africa/Casablanca
1.246.8.0,1.246.8.255,1.246.0.0,Kimhae,Gyeongsangnam-do,KR,35.2646,128.8731,50899,Asia/Seoul
101.248.248.160,101.248.248.163,101.248.0.0,Hangzhou,Zhejiang,CN,30.29365,120.16142,,Asia/Shanghai
104.219.36.102,104.219.36.102,104.219.0.0,Sullivan,Illinois,US,39.59948,-88.60784,61951,America/Chicago
104.188.207.0,104.188.211.255,104.188.0.0,Redmond,Washington,US,47.67399,-122.12151,98052,America/Los_Angeles
104.5.50.185,104.5.50.255,104.5.0.0,Newport,Arkansas,US,35.6048,-91.2818,72112,America/Chicago
104.28.85.48,104.28.85.49,104.28.0.0,Colorado Springs,Colorado,US,38.83388,-104.82136,80901,America/Denver
1.70.243.105,1.70.243.105,1.70.0.0,Chengdu,Sichuan,CN,30.66667,104.06667,,Asia/Shanghai
102.158.88.128,102.158.88.159,102.158.0.0,Takelsa,Nābul,TN,36.78333,10.63333,,Africa/Tunis
1.14.32.0,1.14.33.255,1.14.0.0,Beijing,Beijing,CN,39.9075,116.39723,,Asia/Shanghai
101.64.80.140,101.64.80.142,101.64.0.0,Ningbo,Zhejiang,CN,29.87819,121.54945,,Asia/Shanghai
102.82.38.0,102.82.38.255,102.82.0.0,Bweyogerere,Central Region,UG,0.35773,32.66332,,Africa/Kampala
103.251.214.166,103.251.214.175,103.251.0.0,Rājkot,Gujarat,IN,22.29161,70.79322,360004,Asia/Kolkata
101.138.135.162,101.138.135.162,101.138.0.0,Taichung,Taiwan,TW,24.1469,120.6839,,Asia/Taipei
104.28.4.23,104.28.4.24,104.28.0.0,Chongqing,Chongqing,CN,29.56026,106.55771,,Asia/Shanghai
105.92.177.191,105.92.177.193,105.92.0.0,Cairo,Cairo,EG,30.06263,31.24967,,Africa/Cairo
101.183.131.188,101.183.131.195,101.183.0.0,Cairns,Queensland,AU,-16.92366,145.76613,4870,Australia/Brisbane
1.199.139.152,1.199.139.152,1.199.0.0,Chengdu,Sichuan,CN,30.66667,104.06667,,Asia/Shanghai
104.11.106.216,104.11.106.255,104.11.0.0,Houston,Texas,US,29.7738,-95.598,77079,America/Chicago
105.135.144.0,105.135.144.63,105.135.0.0,Tétouan,Tanger-Tetouan-Al Hoceima,MA,35.57845,-5.36837,,Africa/Casablanca
101.176.102.208,101.176.102.215,101.176.0.0,Hopetoun Park,Victoria,AU,-37.64227,144.5757,3337,Australia/Melbourne
1.50.67.145,1.50.67.145,1.50.0.0,Hangzhou,Zhejiang,CN,30.29365,120.16142,,Asia/Shanghai
1.158.245.24,1.158.245.27,1.158.0.0,Port Augusta,South Australia,AU,-32.49597,137.77281,5700,Australia/Adelaide
104.44.40.92,104.44.40.93,104.44.0.0,Fort Lauderdale,Florida,US,26.12231,-80.14338,33302,America/New_York
104.216.121.0,104.216.143.255,104.216.0.0,Los Angeles,California,US,34.05223,-118.24368,90009,America/Los_Angeles
104.192.154.116,104.192.154.117,104.192.0.0,Beaverlodge,Alberta,CA,55.21664,-119.43605,T8V,America/Edmonton
101.181.54.84,101.181.54.87,101.181.0.0,Melbourne,Victoria,AU,-37.9211,145.2492,3178,Australia/Melbourne
101.109.71.99,101.109.71.101,101.109.0.0,Surat Thani,Surat Thani,TH,9.14011,99.33311,84150,Asia/Bangkok
105.217.26.0,105.217.27.255,105.217.0.0,London,England,GB,51.50853,-0.12574,EC1A,Europe/London
102.1.133.0,102.1.133.51,102.1.0.0,Nairobi,Nairobi Area,KE,-1.28333,36.81667,,Africa/Nairobi
102.167.32.192,102.167.32.207,102.167.0.0,Nairobi,Nairobi Area,KE,-1.28333,36.81667,,Africa/Nairobi
102.25.183.224,102.25.183.255,102.25.0.0,Beni Hassane,Al Munastīr,TN,35.5672,10.80869,,Africa/Tunis
101.143.152.0,101.143.154.255,101.143.0.0,Sakai,Ōsaka,JP,34.334,135.2129,599-0000,Asia/Tokyo
101.128.150.208,101.128.150.215,101.128.0.0,Wajima,Ishikawa,JP,37.3822,136.8892,928-0032,Asia/Tokyo
104.235.130.208,104.235.130.208,104.235.0.0,Newton,Illinois,US,38.99088,-88.16254,62448,America/Chicago
105.111.52.200,105.111.52.203,105.111.0.0,Biskra,Biskra,DZ,34.8053,5.7341,07006,Africa/Algiers
101.58.92.94,101.58.92.94,101.58.0.0,Bari,Apulia,IT,41.12066,16.86982,70100,Europe/Rome
101.20.224.188,101.20.224.193,101.20.0.0,Langfang,Hebei,CN,39.50972,116.69472,,Asia/Shanghai
1.157.222.204,1.157.222.207,1.157.0.0,Bega,New South Wales,AU,-36.67392,149.84178,2550,Australia/Sydney
105.107.106.176,105.107.106.191,105.107.0.0,Chelghoum el Aïd,Mila,DZ,36.16286,6.16651,43013,Africa/Algiers
102.40.175.0,102.40.175.255,102.40.0.0,Al Maḩallah al Kubrá,Gharbia,EG,30.97063,31.1669,,Africa/Cairo
103.42.127.104,103.42.127.105,103.42.0.0,Mātābhānga,West Bengal,IN,26.3144,89.3013,736157,Asia/Kolkata
101.166.42.64,101.166.42.65,101.166.0.0,Taree,New South Wales,AU,-31.91099,152.45387,2430,Australia/Sydney
101.249.18.175,101.249.18.175,101.249.0.0,Chengdu,Sichuan,CN,30.66667,104.06667,,Asia/Shanghai
1.40.28.0,1.40.28.60,1.40.0.0,Sydney,New South Wales,AU,-33.9475,151.1522,1419,Australia/Sydney
1.31.230.128,1.31.230.191,1.31.0.0,Qingdao,Shandong,CN,36.06488,120.38042,,Asia/Shanghai
105.47.103.248,105.47.104.31,105.47.0.0,Cairo,Cairo,EG,30.06263,31.24967,,Africa/Cairo
102.191.47.134,102.191.47.134,102.191.0.0,Banī Mazār,Minya,EG,28.49456,30.80526,,Africa/Cairo
